Steps,Episodes,Time,Reward
10,0,0.0,-763.0761818084117
2266,11,0.3620328903198242,-698.269194610067
8038,40,0.7220690250396729,-806.5137793968737
15015,73,1.0890886783599854,-773.8375192594469
23070,112,1.5209333896636963,-632.9393627691882
28596,138,1.8400781154632568,-963.1780561082896
38474,180,2.360687255859375,-707.0111616590864
44732,210,2.7077579498291016,-813.191279146343
51878,242,3.0867433547973633,-674.8369887403692
58244,273,3.4178576469421387,-884.2671684044024
66282,305,3.8636648654937744,-1092.1087038494836
90504,404,5.1611950397491455,-838.7613851027057
118798,520,6.6970860958099365,-947.098501225622
147378,625,8.266886949539185,-472.0555809253827
175348,718,9.915478944778442,-453.79125490361656
208866,825,11.850301265716553,-416.31120774133024
228788,878,13.09696650505066,-403.5198046098911
275178,997,15.96928358078003,-358.34956179694547
307118,1071,18.06168532371521,-238.13932863074555
341426,1146,20.32662868499756,-134.8303822587159
380822,1223,23.08624577522278,-196.0212111801838
408858,1278,24.986163854599,-113.03776545116446
441836,1329,27.381755113601685,-89.10120217281818
481378,1381,30.467501401901245,-41.219293951611476
523322,1439,33.68290114402771,-19.201437159188277
568496,1500,37.20049023628235,-0.0926352389308919
607298,1550,40.13464117050171,28.422141809587078
644568,1599,43.01393985748291,13.296952991755177
683678,1654,45.899221658706665,10.78208082986938
728554,1708,49.60929727554321,32.71667671200184
774416,1778,52.97828483581543,14.23932770217456
820008,1840,56.49088907241821,34.71576355733336
853832,1886,59.179696559906006,40.332267705360856
899832,1952,62.59456181526184,32.33950061585059
935740,1992,65.71720957756042,58.50022446928635
974474,2043,68.65734362602234,39.054277136510166
1011828,2090,71.59149551391602,33.1325165161133
1056826,2146,75.19784998893738,47.20443691814749
1102194,2209,78.62268853187561,47.996270213686095
1148934,2268,82.28189969062805,47.247545292799536
1194864,2329,85.85733485221863,61.22239251549813
1239260,2391,89.20737433433533,104.90168344415072
1282432,2455,92.48959374427795,68.45804534176139
1329108,2518,95.9792594909668,67.70501876821245
1373612,2576,99.49585199356079,94.6431467626771
1412308,2626,102.45992374420166,155.35305103580757
1454312,2680,105.76707768440247,133.0106071532801
1502496,2742,109.5050778388977,157.15313816393976
1535950,2791,111.96848821640015,112.16889044802284
1580470,2849,115.50901746749878,129.31677566491433
1626724,2906,118.95779323577881,101.82639870687896
1671324,2965,122.32578301429749,154.90835064093946
1701170,3003,124.74431347846985,158.29032673919465
1728520,3038,126.8028073310852,215.00411694873532
1758402,3075,129.16149735450745,185.16807997298133
1788484,3118,131.70569133758545,211.1804955317411
1819720,3164,134.17508625984192,64.10882644767015
1864768,3211,137.75650644302368,112.42957600244499
1895884,3251,140.17503666877747,212.54826457618054
1930474,3294,142.87381744384766,134.95589535235578
1972934,3343,146.15703463554382,127.79005821069913
2012738,3392,149.25375151634216,227.7036877929601
2038196,3428,151.16065096855164,163.53955779023877
2071522,3468,153.7666802406311,70.85827009144494
2108210,3512,156.6569483280182,105.66751807603319
2147704,3563,159.76264071464539,165.20372602586878
2175860,3593,162.03256821632385,221.39190549967807
2206416,3632,164.3304226398468,182.1150537825827
2239636,3668,167.0152404308319,206.00843411464456
2266854,3705,169.0428159236908,181.40614905887685
2291914,3737,170.9517104625702,197.58263716263147
2319940,3768,173.10993647575378,234.6686405205299
2348978,3803,175.29010581970215,163.40959098091056
2384342,3845,178.10258173942566,187.4420543501572
2414644,3882,180.50016808509827,191.2278787068755
