[4122007.5]
[1351606.6]
[1119623.4]
[671662.6]
[3832067.5]
[1580997.]
[1283874.1]
[804296.8]
[1209496.8]
[3437852.5]
[2141677.2]
[2254198.8]
[1666746.5]
[3927716.5]
[2965524.8]
[2085556.1]
[2223110.]
[1493159.6]
[1157868.5]
[2448694.2]
[1749267.5]
[3035110.8]
[723685.06]
[1959233.]
[2887712.]
[1324594.8]
[1348341.]
[944875.1]
[2734227.]
[851990.25]
[1801298.4]
[1277986.8]
[728551.1]
[1401696.9]
[940818.9]
[729071.06]
[461039.28]
[1221671.6]
[336936.9]
[803160.25]
[1029690.8]
[2002895.4]
[803803.1]
[562636.5]
[770796.3]
[1144238.]
[598799.8]
[2440884.5]
[675050.44]
[724919.4]
[1237416.2]
[575590.]
[1021444.94]
[714365.]
[719866.56]
[912838.75]
[815203.4]
[650366.1]
[470678.44]
[515203.56]
[570593.06]
[602280.56]
[351552.1]
[921296.9]
[988448.4]
[325117.88]
[1402130.9]
[558713.5]
[458907.38]
[365341.38]
[700972.5]
[1570008.4]
[985644.6]
[310427.]
[575150.1]
[139494.38]
[507495.5]
[284378.16]
[310766.7]
[312722.72]
[101695.1]
[137585.81]
[300049.1]
[504062.53]
[180911.34]
[101459.12]
[254675.92]
[244695.97]
[264398.44]
[101250.54]
[98320.68]
[133079.2]
[90955.29]
[72977.234]
[199535.75]
[69685.58]
[199111.56]
[474906.03]
[439768.9]
[548347.44]
[260386.55]
[500881.1]
[164495.84]
[89121.86]
[300325.2]
[303234.38]
[38998.805]
[190534.3]
[965048.56]
[323706.8]
[348742.7]
[62885.164]
[64178.605]
[85331.1]
[153556.31]
[1171315.2]
[415079.75]
[97889.516]
[57099.895]
[191517.72]
[40679.91]
[224486.36]
[743113.4]
[90435.46]
[64576.09]
[88971.86]
[90418.484]
[176653.98]
[60772.113]
[51939.113]
[37004.973]
[50475.617]
[287797.34]
[45867.63]
[364938.03]
[63087.086]
[75501.]
[76284.45]
[352299.53]
[151072.88]
[71304.54]
[54926.625]
[44996.61]
[204988.7]
[90604.03]
[27889.451]
[41787.668]
[112203.75]
[20089.002]
[57820.664]
[79243.6]
[40797.645]
[41013.875]
[50378.715]
[310409.8]
[44591.2]
[408825.1]
[52390.652]
[337846.7]
[24135.092]
[36656.035]
[35150.58]
[24270.11]
[24142.508]
[169059.5]
[398988.25]
[127984.56]
[36265.133]
[42298.35]
[25387.615]
[134791.69]
[128099.83]
[340315.62]
[92471.29]
[75971.68]
[138448.2]
[199327.84]
[99579.195]
[36224.52]
[125408.]
[93443.18]
[39530.805]
[47483.996]
[47016.344]
[38437.484]
[35177.227]
[66435.48]
[34090.035]
[228395.14]
[75703.44]
[370123.9]
[32423.16]
[33443.39]
[333042.12]
[727512.56]
[42798.445]
[311030.22]
[34706.85]
[32369.65]
[45833.207]
[382054.44]
[111439.805]
[627540.75]
[43214.477]
[161058.27]
[324010.22]
[63401.49]
[639515.8]
[359988.88]
[57720.668]
[197010.27]
[34762.86]
[41810.785]
[46639.02]
[56376.81]
[22807.822]
[33433.074]
[724390.6]
[285618.47]
[91375.85]
[228901.9]
[155236.86]
[151760.81]
[39273.86]
[164111.62]
[20396.623]
[32509.494]
[17777.775]
[233115.78]
[74743.72]
[33096.945]
[134175.94]
[361844.78]
[62330.934]
[968499.9]
[41686.688]
[29005.373]
[41146.75]
[55802.918]
[414824.7]
[129152.54]
[124090.46]
[81863.305]
[29529.852]
[44680.793]
[39244.57]
[84212.875]
[56146.53]
[68153.76]
[696857.8]
[182431.61]
[13095.845]
[43332.785]
