[4098890.2]
[1338322.6]
[1107612.4]
[662192.94]
[3807263.8]
[1566970.1]
[1270818.5]
[794250.06]
[1196923.2]
[3417019.5]
[2127966.5]
[2238032.]
[1650492.5]
[3904714.8]
[2946297.5]
[2069353.9]
[2205236.2]
[1479198.1]
[1146495.]
[2432978.2]
[1736451.1]
[3019018.5]
[714329.4]
[1945816.5]
[2869346.5]
[1312072.9]
[1335280.2]
[934292.56]
[2717675.8]
[841832.75]
[1788383.9]
[1266111.6]
[720640.9]
[1390372.4]
[930744.2]
[719973.25]
[456560.5]
[1211043.9]
[332041.6]
[793200.5]
[1019047.1]
[1988144.9]
[793904.75]
[554799.2]
[762612.94]
[1132888.1]
[591390.2]
[2425780.8]
[667215.56]
[716448.06]
[1226322.4]
[568149.2]
[1011330.7]
[706696.3]
[710906.6]
[904562.94]
[807812.94]
[644122.2]
[465051.88]
[508466.94]
[562959.94]
[595075.56]
[346308.97]
[914171.94]
[981048.7]
[319611.47]
[1394411.9]
[551915.06]
[452224.5]
[359889.5]
[693216.4]
[1557798.6]
[977380.75]
[306025.22]
[568496.6]
[136033.67]
[501549.72]
[282045.97]
[307242.2]
[312139.62]
[100018.01]
[134458.1]
[298465.66]
[502566.1]
[178249.08]
[99537.06]
[252539.62]
[242072.67]
[262763.97]
[99694.32]
[99246.195]
[131555.61]
[90299.96]
[71598.06]
[198417.16]
[69215.586]
[199713.1]
[476256.88]
[441740.25]
[545920.8]
[261001.81]
[497977.4]
[162579.19]
[88538.59]
[302660.7]
[303338.66]
[39746.906]
[193377.56]
[961595.94]
[321131.]
[351389.3]
[63576.445]
[64677.]
[85494.94]
[151828.9]
[1168189.4]
[418754.66]
[97922.74]
[57681.6]
[193468.4]
[40807.58]
[225415.1]
[739658.94]
[90245.34]
[64839.35]
[90666.516]
[90046.28]
[176299.42]
[60052.26]
[53125.367]
[37343.5]
[50041.72]
[290801.75]
[45978.527]
[367630.4]
[63397.387]
[75246.76]
[76417.94]
[354637.3]
[150648.47]
[70193.984]
[54525.04]
[45536.047]
[201968.36]
[89654.29]
[27946.133]
[41989.35]
[113147.71]
[19645.012]
[57928.707]
[78254.85]
[41113.35]
[40424.344]
[50367.715]
[312817.66]
[44029.79]
[405582.4]
[51305.15]
[335230.22]
[24023.52]
[36289.49]
[35469.92]
[24391.836]
[24203.94]
[169925.42]
[402018.9]
[129493.016]
[35246.344]
[42074.78]
[25253.707]
[133557.2]
[125746.445]
[338060.53]
[93053.71]
[76260.84]
[136595.69]
[196887.34]
[99288.97]
[36961.3]
[124159.21]
[92331.01]
[40083.55]
[48865.43]
[46557.535]
[39500.562]
[35881.395]
[67760.59]
[34636.203]
[230650.33]
[77665.87]
[367698.7]
[32959.258]
[34151.15]
[330756.7]
[723796.8]
[43272.68]
[313777.78]
[35058.53]
[32987.23]
[45174.35]
[382581.22]
[111439.47]
[625066.]
[42697.664]
[163114.28]
[322259.6]
[64347.652]
[644983.7]
[358104.22]
[56394.2]
[200461.38]
[34672.03]
[41258.91]
[47109.52]
[57182.746]
[22945.49]
[33927.37]
[720529.6]
[287295.9]
[93200.43]
[229345.33]
[154306.44]
[152158.25]
[40069.555]
[166454.19]
[19742.846]
[32655.535]
[17529.52]
[234855.06]
[74164.086]
[33191.293]
[132784.55]
[358711.7]
[62915.598]
[963696.2]
[42165.15]
[28461.049]
[41256.02]
[55847.344]
[414334.2]
[129925.055]
[126817.75]
[82261.5]
[28733.592]
[44755.676]
[39413.418]
[83070.06]
[56258.49]
[67487.26]
[694541.3]
[180273.7]
[12661.51]
[43366.742]
[69899.375]
[43547.723]
[40358.992]
[54414.703]
[81329.22]
[96479.4]
[113658.53]
[96800.484]
[68185.4]
[50910.57]
[107720.15]
[53085.812]
[43214.055]
[93227.61]
[54522.195]
[180173.6]
[171701.78]
[107582.086]
[170570.47]
[64814.383]
[35308.4]
[31838.285]
[113542.6]
[61598.28]
[32663.139]
[291339.53]
[77196.53]
[69651.54]
[104543.65]
[42854.234]
[67442.43]
[171284.36]
[60815.855]
[199091.73]
[112752.25]
[257822.58]
[68794.914]
[411868.4]
[43235.645]
[106725.45]
[55746.46]
[49272.96]
[65094.414]
[500548.12]
[72674.805]
[92639.664]
[167723.8]
[260245.17]
[512925.22]
[319250.9]
[106965.16]
[130463.14]
[59629.668]
[137796.47]
[211687.61]
[529512.94]
[90692.24]
[279339.3]
[269066.22]
[119229.11]
[222201.03]
[59356.203]
[55876.78]
[60574.137]
[70497.266]
[96844.93]
[130513.99]
[452445.53]
[69873.086]
[377473.5]
[98925.24]
[735459.7]
[79502.16]
[199321.25]
[548002.06]
[199823.06]
[71699.18]
[128062.33]
[217813.88]
[132273.52]
[106431.14]
[281290.97]
[163524.66]
[295984.03]
[171779.33]
[174077.56]
[346273.3]
[433266.56]
[103260.81]
[267373.6]
[99252.63]
[104998.47]
[75227.25]
[73669.14]
[79020.17]
[76962.29]
[87143.12]
[80977.375]
[628401.7]
[151008.83]
[230731.28]
[94493.73]
[441235.22]
[261758.25]
[160088.27]
[197197.9]
[122989.41]
[553199.6]
[3578928.]
[136435.6]
[669947.4]
[865433.3]
[140517.67]
[92246.016]
[181417.8]
[169752.44]
[70913.305]
[114037.52]
[145632.75]
[194179.12]
[158753.02]
[1321867.2]
[105976.36]
[153620.86]
[280357.78]
[135668.98]
[106728.2]
[172768.94]
[159325.58]
[121359.53]
[770241.9]
[288220.6]
[103069.02]
[232962.2]
[532132.94]
[223320.84]
[309683.28]
[741622.]
[463487.7]
[809892.8]
[1691547.2]
[2078008.5]
[16981954.]
[817353.7]
[250808.12]
[524618.25]
[4572044.]
[2005256.5]
[1488170.6]
[249765.95]
[101218.516]
[90295.414]
[116866.336]
[64889.387]
[126448.14]
[95838.305]
[54629.87]
[100130.875]
[901452.8]
[71702.04]
[84114.69]
[129635.51]
[99274.84]
[62475.02]
[122107.72]
[71882.75]
[69565.04]
[255563.27]
[75659.305]
[118650.3]
[97441.555]
[53225.492]
[120905.234]
[111603.125]
[139072.2]
[111977.39]
[120832.266]
[165089.39]
[107936.63]
[585356.]
[137668.61]
[109528.17]
[101886.766]
[212838.42]
[156874.22]
[499999.4]
[299130.28]
[3606142.5]
[120028.05]
[368276.78]
[202725.72]
[536239.8]
[507938.16]
[226944.55]
[505700.72]
[277122.66]
[152262.31]
[1960133.]
[509604.78]
[166998.62]
[213074.33]
[490860.03]
[803701.]
[3909801.5]
[594323.06]
[984266.44]
[237670.44]
[213590.72]
[430312.66]
[568005.2]
[283372.53]
[605908.44]
