9.8,73.8,39.4,23.4
9.4,98.2,52.0,19.6
9.8,67.6,50.6,30.4
9.2,61.8,63.0,23.2
9.4,77.6,94.0,35.4
9.4,60.0,73.6,23.6
9.2,68.4,59.0,20.0
9.6,76.0,97.4,16.0
9.4,66.6,70.8,26.0
9.6,73.6,71.0,21.0
8.8,99.2,58.8,20.2
10.0,119.8,72.4,23.6
8.8,83.6,62.4,19.4
9.2,102.6,77.8,17.4
9.4,65.0,121.0,17.8
9.4,82.4,78.2,29.8
9.0,96.0,81.6,20.8
9.6,96.6,77.2,28.4
9.4,87.8,58.0,18.0
9.2,99.2,47.0,19.4
9.4,83.8,58.6,22.0
8.6,83.8,68.4,17.8
9.4,83.8,41.8,37.4
9.4,90.4,79.4,32.0
9.0,66.2,48.0,33.6
8.6,73.4,52.8,28.2
9.0,77.2,92.6,20.6
9.6,88.6,61.0,20.0
9.8,71.6,84.0,22.6
8.6,82.4,66.4,24.6
8.8,68.4,55.8,31.0
9.4,70.4,58.0,20.2
9.6,92.4,63.2,26.6
9.0,102.8,76.6,25.2
9.2,90.4,73.6,24.6
8.6,81.2,87.0,18.0
9.4,79.0,60.0,30.0
9.8,86.2,100.6,17.6
9.2,75.6,58.8,20.6
9.0,70.0,80.8,23.2
9.6,83.0,55.6,14.8
9.4,77.8,87.4,21.4
9.6,77.6,67.0,21.4
9.6,100.8,87.8,29.2
9.8,87.8,76.2,16.8
9.4,87.4,65.2,25.2
10.0,82.0,51.8,12.8
9.4,84.4,99.6,17.4
9.6,108.2,88.6,18.0
9.2,93.8,77.6,18.6
9.8,98.2,101.4,25.0
9.2,98.6,99.8,19.6
9.2,91.8,98.6,19.2
9.4,93.6,88.0,25.2
9.6,114.8,61.8,27.6
9.8,95.4,67.4,31.2
9.4,111.6,81.0,27.2
8.8,92.6,36.4,31.2
9.4,108.6,99.2,17.4
9.8,94.2,104.2,15.2
9.4,102.6,94.8,21.0
9.6,112.6,80.8,27.0
8.8,122.6,91.4,24.4
9.6,100.2,78.6,15.6
9.0,91.4,72.8,28.0
9.2,113.2,100.8,14.0
10.2,121.2,101.4,19.0
9.8,92.6,72.2,30.8
9.6,90.8,83.8,26.4
9.4,103.6,103.0,15.0
8.8,112.2,80.4,17.2
9.0,112.6,80.4,19.8
9.4,130.0,72.4,22.6
9.4,112.4,95.8,28.2
9.0,118.2,92.8,18.4
10.0,112.4,78.6,25.2
9.0,86.4,105.0,32.8
